indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2007,1362.31065076801,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2006,1220.0024682059,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2005,1115.71395556649,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2004,981.744630526503,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2003,809.968139434436,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2002,625.998814954319,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2001,626.169148423877,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZH', 'value': 'Africa Eastern and Southern'}",AFE,2000,707.120376327506,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2023,1568.72431045118,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2022,1777.23501216669,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2021,1747.84054911545,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2020,1664.24917643553,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2019,1783.65436491191,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2018,1703.89639222804,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2017,1560.16299864482,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2016,1616.84319800249,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2015,1845.76780421108,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2014,2204.99569969979,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2013,2113.31698591778,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2012,1920.11991168727,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2011,1824.72282666403,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2010,1647.14984698519,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2009,1439.04780321508,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2008,1652.18985007053,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2007,1393.74848679569,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2006,1222.55049775568,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2005,989.699738831975,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2004,834.86129094692,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2003,694.500938597172,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2002,616.796033062474,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2001,530.653167271222,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'ZI', 'value': 'Africa Western and Central'}",AFW,2000,516.932316255791,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2023,7292.21040780618,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2022,7658.40646973315,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2021,6445.80726093411,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2020,5648.34111789395,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2019,6525.21184312384,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2018,6576.51663083912,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2017,6005.39012863954,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2016,5957.05983659325,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2015,6203.70263640435,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2014,7259.93672933779,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2013,7311.29675508093,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2012,7336.19770815465,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2011,6883.37402358513,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2010,5928.30479005386,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2009,5134.45006055159,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2008,6091.93206445673,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2007,4940.70226511719,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2006,4355.08762186879,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2005,3750.50855449002,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2004,3133.73687664723,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2003,2696.67230474801,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2002,2483.10723424941,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2001,2536.711964719,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': '1A', 'value': 'Arab World'}",ARB,2000,2664.16579571488,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2023,16906.5672140942,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2022,15564.5576210508,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2021,11920.3427576157,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2020,10270.790474345,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2019,12356.3216439351,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2018,12047.8528111635,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2017,11775.3905011905,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2016,11358.7030845165,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2015,11835.2872155303,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2014,11603.9405523069,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2013,11336.2160431807,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2012,11305.6061869965,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2011,10801.1389108724,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2010,10638.1693872311,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2009,10122.4230619208,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2008,10440.0932891398,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2007,10042.3691021094,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2006,9344.43164221982,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2005,8063.66051325437,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2004,7417.59119516605,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2003,7098.96854417985,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2002,6957.1548298183,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2001,6628.93694828703,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'S3', 'value': 'Caribbean small states'}",CSS,2000,6626.89515219893,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2023,22637.7950110942,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2022,19502.8169309088,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2021,19144.0685537317,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2020,16450.8775088615,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2019,16475.161477584,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2018,16181.6073703684,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2017,14294.4470174706,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2016,12836.5666338962,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2015,12568.2965059245,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2014,14183.715484494,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2013,13697.2993030016,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2012,13107.500121516,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2011,14000.1792695253,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2010,12639.1540363705,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2009,12304.59124503,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2008,14574.6727793682,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2007,11997.963219873,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2006,9467.80237635982,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2005,8353.57200087818,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2004,7181.26214567993,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2003,5949.7367798729,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2002,4941.08494540774,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2001,4360.49747680825,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'B8', 'value': 'Central Europe and the Baltics'}",CEB,2000,3959.09429252347,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2023,4256.78414448262,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2022,4076.36749050073,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2021,3732.86849069467,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2020,3240.95150218079,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2019,3527.54327176522,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2018,3503.21320137921,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2017,3496.77164846492,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2016,3262.32001806648,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2015,3211.78012733143,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2014,3424.5502589261,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2013,3357.74475640532,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2012,3356.98183201305,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2011,3259.60808878841,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2010,2936.70530854625,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2009,2455.41737232791,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2008,2592.62529453225,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2007,2341.11989959369,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2006,2010.14276000475,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2005,1787.409549471,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2004,1562.59429997932,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2003,1368.16133713028,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2002,1251.00892977928,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2001,1310.87699433468,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'V2', 'value': 'Early-demographic dividend'}",EAR,2000,1345.96096692962,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2023,12908.6377076783,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2022,12889.9061983889,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2021,13117.3989864275,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2020,11464.1012855988,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2019,11458.795842252,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2018,11285.8972298534,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2017,10428.6321782284,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2016,9832.13036290931,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2015,9562.10616350756,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2014,9672.05856791833,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2013,9446.40916515236,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2012,9416.21589854877,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2011,8875.65549142235,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2010,7712.66504492202,,,1
"{'id': 'NY.GDP.PCAP.CD', 'value': 'GDP per capita (current US$)'}","{'id': 'Z4', 'value': 'East Asia & Pacific'}",EAS,2009,6654.35892650051,,,1
